Source;Target;cri_comp;anb_name;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;w_name;country;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion
SK35971126;SK35683066;0,2929279;Národný ústav srdcových a cievnych chorôb, a.s;45212412-7;2;0;SK01;0;Rekonštrukcia ubytovne NÚSCH a. s., Vlárska 9, Bratislava;EURO-BUILDING a.s;slovakia;26-Sep-09;2009;776839,35;1;invitation;lowest price
SK31577920;SK34109056;0,2929239;Vojenské lesy a majetky SR, štátny podnik odštepný;45233140-2;2;1;SK010;0;Protipožiarne lesné cesty, Vojenské lesy a majetky SR, štátny podnik, OZ Malacky;Lesostav Nitra, a. s;slovakia;31-Mar-09;2009;408263,48;0;open;lowest price
SK31686541;SK17317282;0,2926711;Mestské lesy Jelšava, s.r.o;45233140-2;2;1;SK032;0;Protipožiarna lesná cesta Za vodou;STRABAG, s. r. o., Direkcia TG, oblasť STRED, prevádzko;slovakia;20-May-09;2009;392392,01;0;open;lowest price
SK00647209;SK36395463;0,2925452;Mesto Vrútky;45214210-5;2;1;SK031;0;Rekonštrukcia budovy Základnej školy s materskou školou na ulici M. R. Štefánika vo Vrútkach;EKOSTAV SLOVAKIA, spol. s r.o;slovakia;6-Oct-09;2009;847588,02;1;invitation;lowest price
SK00318094;SK10952977;0,2925381;Mesto Handlová;45214100-1;2;1;SK022;0;Modernizácia a zateplenie obvodového plášťa;Jozef Padala Padala a spol;slovakia;18-Jun-09;2009;847970,8;1;invitation;lowest price
SK00310069;SK36058939;0,2924534;Mesto Šaštín - Stráže;45214100-1;2;1;SK021;0;Rekonštrukcia a modernizácia Základnej školy Šaštín-Stráže;HrKo Holding, a. s;slovakia;3-Jun-09;2009;832337,49;1;invitation;lowest price
SK00308536;SK36526185;0,2923613;Obec Topoľčianky;45213315-4;2;1;SK023;0;Revitalizácia centrálnej časti obce Topoľčianky;ViOn a.s;slovakia;15-Sep-09;2009;812393,02;1;invitation;lowest price
SK00307785;SK31435513;0,2922794;Obec Cabaj - Čápor;45215210-2;4;0;SK023;0;Nájomný bytový dom 22 b. j. Cabaj - Čápor;AGROSTAV HSV spol.s r.o;slovakia;28-Dec-09;2009;959921,37;1;invitation;price plus quality
SK00321699;SK31580611;0,292208;Obec Terchová;45214100-1;2;1;SK031;1;Rekonštrukcia a modernizácia objektov Základnej školy s materskou školou, Školská 86, 013 06 Terchová;DAMIT, s. r. o;slovakia;10-Jul-09;2009;787879,01;1;invitation;lowest price
SK00321575;SK36404322;0,2921909;Mesto Rajec;45214100-1;2;1;SK031;0;Rekonštrukcia a modernizácia Základnej umeleckej školy Rajec;I.B.S., spol. s r. o;slovakia;3-Jun-09;2009;785699,6;1;invitation;lowest price
SK00328197;SK31588506;0,2921546;Mesto Dobšiná;45214210-5;2;1;SK042;0;Oprava objektov - Základná škola Eugena Ruffínyho - Dobšiná;ERPOS, spol. s r.o;slovakia;14-Jul-09;2009;1105032,9;1;invitation;lowest price
SK37808427;SK31563732;0,2921364;Žilinský samosprávny kraj;45233223-8;2;1;SK031;1;Skvalitnenie dopravnej infraštruktúry v historickom regióne Orava;Cestné stavby Liptovský Mikuláš, spol. s r.o;slovakia;29-Sep-09;2009;50923,053;1;open;lowest price
SK31577920;SK34109056;0,292128;Vojenské lesy a majetky SR, štátny podnik odštepný;45233140-2;2;1;SK010;0;Protipožiarne lesné cesty, Vojenské lesy a majetky SR, štátny podnik, OZ Malacky;Lesostav Nitra, a. s;slovakia;31-Mar-09;2009;360346,47;0;open;lowest price
SK00326321;SK44622287;0,2920983;Obec Lendak;45214100-1;2;1;SK041;0;Prístavba základnej školy - jedáleň s kuchyňou, so zázemím a materská škola;Harcek a spol., s. r. o;slovakia;16-May-09;2009;1092554,1;1;invitation;lowest price
SK00329533;SK31601618;0,2920946;Obec Rudňany;45214210-5;2;1;SK042;0;Rekonštrukcia, modernizácia, nadstavba a zvýšenie energetickej účinnosti budovy ZŠ Rudňany;LESOSTAV, spol. s r.o;slovakia;5-Sep-09;2009;766183,53;1;invitation;lowest price
SK00307203;SK36524735;0,2920122;Mesto Levice;45214210-5;2;1;SK023;0;Modernizácia a rekonštrukcia základnej školy, Pri Podlužianke 6, Levice;LEVSTAV - LEVICE, s.r.o;slovakia;25-Jul-09;2009;1070988,9;1;invitation;lowest price
SK00321796;SK31356648;0,2918386;Mesto Žilina;45212222-8;2;1;SK031;0;Žilina - Rekonštrukcia ZŠ Vendelína Javorku 32;VÁHOSTAV-SK, a.s;slovakia;25-Sep-09;2009;724294,45;1;invitation;lowest price
SK00306126;SK17330165;0,2916087;Obec Pata;45214210-5;2;1;SK021;0;Rekonštrukcia a modernizácia stavby - základná škola 9/14-triedna, Pata, telocvičňa pri ZŠ, Pata. Rekonštrukcia kotolne pri ZŠ, Pata;MENERT, s. r. o;slovakia;14-May-09;2009;332150,64;0;open;lowest price
SK30232295;SK36295981;0,2914487;Univerzita Mateja Bela v Banskej Bystrici;45000000-7;4;0;SK032;0;Drobné stavebné opravy a úpravy objektov v správe UMB Banská Bystrica;PDP, s. r. o;slovakia;21-Aug-09;2009;45079,708;0;other/framework;price plus quality
SK00315745;SK36404322;0,2912167;Obec Liptovské Sliače;45214210-5;2;1;SK031;0;Rekonštrukcia, rozširovanie a obnova Základnej školy Jozefa Hanulu Liptovské Sliače;I.B.S., spol. s r.o;slovakia;31-Aug-09;2009;632448,71;1;invitation;lowest price
SK00321575;SK31431968;0,2909922;Mesto Rajec;45216121-8;2;1;SK031;0;Prístavba, nadstavba a stavebné úpravy hasičskej stanice v Rajci;Keraming, a.s;slovakia;2-Oct-09;2009;602630,92;1;invitation;lowest price
SK00308765;SK31580637;0,2907449;Obec Bánov;45214210-5;2;1;SK023;0;Základná škola s Materskou školou Bánov;GLOBÁL, spol. s r.o;slovakia;21-Aug-09;2009;809166,45;1;invitation;lowest price
SK00315044;SK14167361;0,2907352;Obec Zubrohlava;45214210-5;2;1;SK031;0;Stavebné úpravy ZŠ a MŠ, Zubrohlava;Ing. František Jendroľ STAVPOČ;slovakia;7-Jul-09;2009;570135,25;1;invitation;lowest price
SK00331163;SK36464261;0,2906755;Obec Vislava;45232150-8;2;0;SK041;0;Vodovod Vislava;SVIDGAS, s.r.o;slovakia;22-Sep-09;2009;796121,83;1;invitation;lowest price
SK00650498;SK36390151;0,2906747;Obec Oravské Veselé;45214210-5;2;1;SK031;0;Prístavba a rekonštrukcia základnej školy a materskej školy Oravské Veselé;OMOSS spol. s r.o;slovakia;27-Aug-09;2009;561475,22;1;invitation;lowest price
SK00397563;SK31606296;0,2906687;Žilinská univerzita v Žiline - Rektorát;45214000-0;2;0;SK031;0;Stavebné úpravy budovy hospodárskeho bloku Žilinskej univerzity v Žiline pre potreby Datacentra CVTI;HASTRA s.r.o;slovakia;12-Sep-09;2009;794928,06;1;invitation;lowest price
SK31577920;SK34109056;0,290483;Vojenské lesy a majetky SR, štátny podnik odštepný;45233140-2;2;1;SK010;0;Protipožiarne lesné cesty, Vojenské lesy a majetky SR, štátny podnik, OZ Malacky;Lesostav Nitra, a. s;slovakia;31-Mar-09;2009;278383;0;open;lowest price
SK00326780;SK44622287;0,2903694;Obec Ždiar;45214100-1;2;1;SK041;0;Výmena okien, oprava a zateplenie fasád objektu - základnej školy na p. č. 3248/5, Ždiar - okres Poprad;Harcek a spol., s. r. o;slovakia;5-Jun-09;2009;526648,13;1;invitation;lowest price
SK00328596;SK36197882;0,2902472;Obec Nižná Slaná;45214220-8;2;1;SK042;0;Rekonštrukcia a modernizácia Základnej školy s materskou školou Letná 14 Nižná Slaná;IRES R+M s. r. o;slovakia;9-Jul-09;2009;512180,44;1;invitation;lowest price
SK00314170;SK36404322;0,29006;Obec Oščadnica;45214100-1;2;1;SK031;0;ZŠ Oščadnica ústredie - zmena dokončenej stavby, stavebné úpravy a prístavba;I. B. S., spol. s r. o;slovakia;6-Jun-09;2009;698251,38;1;invitation;lowest price
SK00314447;SK36404322;0,2897991;Obec Dlhá nad Oravou;45214210-5;2;1;SK031;0;Zníženie energetickej náročnosti a modernizácia vybavenia Základnej školy s materskou školou Dlhá nad Oravou;I.B.S., spol. s r.o;slovakia;31-Aug-09;2009;463250,22;1;invitation;lowest price
SK35822163;SK35683066;0,2895642;Správa služieb diplomatickému zboru, a.s;45211100-0;2;0;SK01;1;Nadstavba bytového domu Dohnalova;EURO-BUILDING, a.s;slovakia;21-Oct-09;2009;440398,14;1;invitation;lowest price
SK00326569;SK31690360;0,2895208;Obec Spišský Štiavnik;45214210-5;2;1;SK041;0;Rekonštrukcia strechy so zateplením;DÚHA, a. s;slovakia;4-Jul-09;2009;436658,28;1;invitation;lowest price
SK00313301;SK36028606;0,2894389;Obec Braväcovo;45211350-7;6;1;SK032;1;Rekonštrukcia obecného úradu a kultúrneho domu;PR QUERKUS, s. r. o;slovakia;16-May-09;2009;28272,077;1;open;price plus quality
SK00318833;SK17320429;0,2893789;Obec Jesenské;45214210-5;2;1;SK032;0;Rekonštrukcia ZŠ Viktora Szombathyho s vyučovacím jazykom maďarským;INGSTEEL, spol. s r.o;slovakia;7-Oct-09;2009;422835,49;1;invitation;lowest price
SK00648906;SK44622287;0,2889389;Obec Kamenná Poruba;45214210-5;2;1;SK031;0;Rekonštrukcia, modernizácia a nadstavba Základnej školy Kamenná Poruba;Harcek a spol., s. r. o;slovakia;19-Jun-09;2009;384651,72;1;invitation;lowest price
SK31577920;SK34109056;0,2887789;Vojenské lesy a majetky SR, štátny podnik odštepný;45233140-2;2;1;SK010;0;Protipožiarne lesné cesty, Vojenské lesy a majetky SR, štátny podnik, OZ Malacky;Lesostav Nitra, a. s;slovakia;31-Mar-09;2009;213078,11;0;open;lowest price
SK00317471;SK36404322;0,2887661;Obec Lysá pod Makytou;45214100-1;2;1;SK022;0;Rekonštrukcia Základnej školy s materskou školou v Lysej pod Makytou;I.B.S., spol. s r. o;slovakia;12-May-09;2009;525531,23;1;invitation;lowest price
SK00691135;SK36202771;0,2886844;Mesto Košice;45233290-8;2;0;SK042;0;Zvislé dopravné značenie pozemných komunikácií;TRIS, spol. s r. o;slovakia;21-Jan-09;2009;210574,4;0;open;lowest price
SK30232295;SK36295981;0,2879436;Univerzita Mateja Bela v Banskej Bystrici;45000000-7;4;0;SK032;0;Drobné stavebné opravy a úpravy objektov v správe UMB, Banská Bystrica;PDP, s. r. o;slovakia;6-Mar-09;2009;26090,633;0;other/framework;price plus quality
SK00308439;SK17317282;0,2874947;Obec Močenok;45233000-9;2;0;SK023;0;Miestna komunikácia - Balajka, Močenok;STRABAG s.r.o;slovakia;25-Aug-09;2009;279263;1;invitation;lowest price
SK00312789;SK31580611;0,2874351;Obec Moravany nad Váhom;45214200-2;2;1;SK021;0;Zmena palivovej základne, termické úpravy a zefektívnenie vzdelávania na základnej škole s materskou školou v Moravanoch nad Váhom;Damit s.r.o;slovakia;11-Sep-09;2009;390752,47;1;invitation;lowest price
SK00691135;SK36202771;0,2863882;Mesto Košice;45233290-8;2;0;SK042;0;Zvislé dopravné značenie pozemných komunikácií;TRIS, spol. s r. o;slovakia;21-Jan-09;2009;146879,68;0;open;lowest price
SK35829052;;0,239819;Slovenské elektrárne, a.s;45251110-5;2;0;SK023;;"Jadrová elektráreň Mochovce (Slovensko); Dostavba 3. a 4. bloku VVER 440/213 - M003 - Dodávka, montáž, skúšky separátora";S.T.F SALVATORE TRIFONE FIGLI, S.P.A;slovakia;17-Dec-09;2009;16430276;0;negotiation;lowest price
SK35829052;SK00000000;0,2384991;Slovenské elektrárne, a.s;45251110-5;0;0;SK023;0;Jadrová elektráreň Mochovce (Slovensko), 3. a 4. blok VVER 440 plnorozsahový reprezentatívny simulátor (Full Scope Simulator);GSE Power Systems, Inc;slovakia;3-Apr-09;2009;14091636;0;negotiation;price plus quality
SK35829052;SK17081386;0,2374222;Slovenské elektrárne, a.s;45251110-5;2;0;SK021;1;IPR EBO 84600 Jadrová elektráreň V2 Bohunice - rekonštrukcia systému varovania a vyrozumenia obyvateľstva VARVYR;Telegrafia, a. s.,;slovakia;11-Mar-09;2009;11913168;0;negotiation;lowest price
SK35829052;SK37907611;0,2345682;Slovenské elektrárne, a.s;45251110-5;2;0;SK023;;"Jadrová elektráreň Mochovce (Slovensko); Dostavba 3. a 4. bloku VVER 440 - E04; Dodávka a montáž VN & VVN Staníc";EGEM s.r.o. organizačná zložka;slovakia;2-Dec-09;2009;7613405,9;0;negotiation;lowest price
SK35829052;SK35683066;0,2335318;Slovenské elektrárne, a.s;45251110-5;2;0;SK023;0;Jadrová elektráreň Mochovce (Slovensko), 3. a 4. blok VVER 440, zosilnenie konštrukcií a nátery hlavných budov;EURO-BUILDING, a. s;slovakia;16-May-09;2009;6470993,8;0;negotiation;lowest price
SK00315737;SK36375926;0,2288276;Mesto Ružomberok;45262800-9;2;0;SK031;0;Rekonštrukcia MsÚ - átrium, Ružomberok;LOSS, s. r. o. - Ružomberok;slovakia;17-Jun-09;2009;628831,47;1;open;lowest price
SK00157716;SK31355161;0,2274481;Univerzita Konštantína Filozofa v Nitre;45214400-4;2;0;SK023;0;"Realizácia stavby Univerzitná knižnica UKF v Nitre - II. etapa""""";ZIPP BRATISLAVA spol. s r.o;slovakia;6-Aug-09;2009;2424410,9;1;open;lowest price
SK00318337;SK36298972;0,2247442;Obec Nitrianske Pravno;45000000-7;2;0;SK022;1;Nájomné bytové domy E, F Nitrianske Pravno, lokalita Farské;MV staving, a.s;slovakia;18-Dec-09;2009;1342765,1;1;open;lowest price
SK00321117;SK36057088;0,2242282;Mesto Žarnovica;45214210-5;2;1;SK032;0;Rekonštrukcia a modernizácia ZŠ, Ul. Fraňa Kráľa 838, Žarnovica;REMESLO stav, s. r. o;slovakia;27-Aug-09;2009;1195293,1;1;open;lowest price
SK00397474;SK17147824;0,2236726;Univerzita veterinárskeho lekárstva v Košiciach;45262690-4;4;0;SK042;1;"Stavebné úpravy na objekte Pavilón chémie""""";STADEX spol. s.r.o;slovakia;2-Oct-09;2009;787712,52;1;open;price plus quality
SK00698393;SK35758805;0,2232247;Generálny investor Bratislavy (GIB);45233294-6;2;1;SK01;1;"CSS Púchovská - Pri vinohradoch""""";NOPE a. s;slovakia;26-Aug-09;2009;958858,49;1;open;lowest price
SK00317748;SK36014559;0,2230476;Mesto Púchov;45000000-7;2;0;SK022;0;Dopravná infraštruktúra Dvory Púchov;Sestav, s.r.o;slovakia;16-Jul-09;2009;924136,22;1;open;lowest price
SK00309672;SK35683066;0,2228073;Obec Kúty;45214210-5;2;1;SK021;0;Areál ZŠ Kúty - rekonštrukcia;EURO-BUILDING, a. s;slovakia;24-Jun-09;2009;877516,24;1;open;lowest price
SK00306215;SK36519481;0,2227061;Obec Tešedíkovo;45212410-3;2;0;SK023;0;Novostavba bytového domu s 24 b. j. - Tešedíkovo;BAUTECH PROJEKT, s.r.o;slovakia;30-Dec-09;2009;858230,22;1;open;lowest price
SK00003328;SK36526185;0,2221913;Slovenská správa ciest;45233121-3;2;0;SK023;0;Cesta I/75 Demandice - zosuv;ViOn, a.s;slovakia;19-Aug-09;2009;764167,54;1;open;lowest price
SK00641243;SK36412678;0,2217326;Mestská časť Bratislava - Čunovo;45223300-9;2;0;SK01;0;Rekonštrukcia miestnej komunikácie Bratislava MČ Čunovo - Skýcovská ul;DOSA Slovakia s r o;slovakia;1-Sep-09;2009;131839,84;1;open;lowest price
SK00326470;SK36445941;0,221523;Mesto Poprad;45215200-9;2;0;SK041;1;Rekonštrukcia objektu jedálne, Poprad - zmena dokončenej stavby;CHEMOSTAV, a.s;slovakia;7-Aug-09;2009;659848,05;1;open;lowest price
SK00641405;SK18046428;0,2214889;Domov pri kríži;45000000-7;2;0;SK01;0;Výber zhotoviteľa dostavby stravovacej prevádzky Domova pri kríži, Dúbravka;OTYK invest, s. r. o;slovakia;7-Apr-09;2009;656237,59;1;open;lowest price
SK00320439;SK34104402;0,2213625;Mesto Zvolen;45211340-4;4;0;SK032;0;Zvolen, Kasárne kpt. Nálepku - 2. stavba, rekonštrukcia budov súp. č. 8799, 8801, 8804, 8805;Novosedlík spol.s.r.o;slovakia;29-Sep-09;2009;3593115,4;1;open;price plus quality
SK00321273;SK36394645;0,2212232;Obec Gbeľany;45214210-5;2;1;SK031;0;Stavebné úpravy a nadstavba Základnej školy Gbeľany;MBMstav;slovakia;22-Dec-09;2009;619663,93;1;open;lowest price
SK37915568;SK36414263;0,2211597;Správa ciest Trenčianskeho samosprávneho kraja (SC T;45221111-3;2;0;SK022;0;Rekonštrukcia mostného objektu;OMNIKO, s. r. o;slovakia;5-Jun-09;2009;929053,9;0;negotiation;lowest price
SK00310603;SK36394335;0,2203404;Obec Krnča;45212300-9;2;1;SK023;1;Exteriérové úpravy okolo DK, Oddychové a športové centrum, Rekonštrukcia DK - Krnča;MATE s.r.o;slovakia;27-Oct-09;2009;509422,73;1;open;lowest price
SK00314196;SK32242280;0,2194872;Obec Podvysoká;45214210-5;2;1;SK031;1;Zvýšenie energetickej efektívnosti a rekonštrukcia budov Základnej školy Podvysoká č. p. 307, č. p. 360, č. p. 376;Miloš Buček - Tempro, Horná 126, 022 01 Čadca;slovakia;23-Jun-09;2009;423223,33;1;open;lowest price
SK00698393;SK35758805;0,2190435;Generálny investor Bratislavy (GIB);45233294-6;2;0;SK01;1;"CSS Furdekova - Lachova""""";NOPE a.s;slovakia;19-Aug-09;2009;382775,3;1;open;lowest price
SK00329681;SK36168386;0,2188887;Obec Švedlár;45214200-2;2;1;SK042;0;Švedlár Základná škola - rekonštrukcia kotolne;FORMAT Prešov, s. r. o;slovakia;18-Jun-09;2009;371096,26;1;open;lowest price
SK00003328;SK34128344;0,2188649;Slovenská správa ciest;45233128-2;2;0;SK023;1;Cesta I/64 a III/06406 Krušovce - MOK;CESTY Nitra, a.s;slovakia;20-Oct-09;2009;368421,39;1;open;lowest price
SK00304913;SK36328375;0,2188154;Mesto Malacky;45212314-0;2;1;SK01;1;Rekonštrukcia kaštieľa v Malackách;HANT BA a.s;slovakia;28-Oct-09;2009;364433,51;1;open;lowest price
SK36137952;SK34112103;0,2177792;Združenie TKO SEMETEŠ, n.o;45222110-3;2;0;SK031;0;Integrované zariadenie na nakladanie s odpadmi Turzovka;ALPINE SLOVAKIA,spol.s r.o;slovakia;16-Dec-09;2009;533509,05;1;open;lowest price
SK00314102;SK17317282;0,2176171;Obec Lodno;45233123-7;2;1;SK031;0;Rekonštrukcia miestnej komunikácie Korcháň, Lodno;STRABAG, s. r. o.,;slovakia;12-Jun-09;2009;280668,68;1;open;lowest price
SK35555777;SK31651402;0,2175796;Správa ciest Košického samosprávneho kraja;45233220-7;2;0;SK042;1;Rekonštrukcia vozoviek v správe Správy ciest Košického samosprávneho kraja;Inžinierske stavby, a. s;slovakia;20-Jun-09;2009;2773832,1;0;negotiation;lowest price
SK31813861;SK36231053;0,2174814;Fakultná nemocnica s poliklinikou Bratislava;45200000-9;2;0;SK010;0;Rekonštrukcia operačnej časti Chirurgickej kliniky - nemocnica akad. L. Dérera Kramáre, Fakultnej nemocnice s poliklinikou Bratislava - vytvorenie Transplantačného centra;STAVSPOL BRATISLAVA, spol. s r.o;slovakia;9-Dec-09;2009;709154,57;1;open;lowest price
SK00331007;SK31732704;0,2173495;Mesto Stropkov;45222110-3;2;0;SK041;0;Skládka odpadov Stropkov - Chotča III. etapa;PASTEL, spol. s r. o;slovakia;20-Aug-09;2009;573222,22;1;open;lowest price
SK00305022;SK00896225;0,2166662;Mesto Pezinok;45242000-5;2;1;SK01;1;Revitalizácia zelenej pamiatky Zámocký park Pezinok;Swietelsky Slovakia spol. s r.o;slovakia;24-Jul-09;2009;592310,27;1;open;lowest price
SK44570783;SK35881089;0,2156919;Nemocnica svätého Michala, a. s;45110000-1;2;0;SK010;0;Nemocnica sv. Michala a. s. - odstránenie stavby;HMP Eco Team s.r.o;slovakia;25-Nov-09;2009;479174,47;1;open;lowest price
SK00313271;SK34112103;0,2149239;Mesto Banská Bystrica;45221111-3;2;0;SK032;0;Most Podlavice Banská Bystrica - realizácia;"Združenie ALPINE 146""""";slovakia;4-Dec-09;2009;404388,14;1;open;lowest price
SK00321257;SK31634770;0,2145392;Obec Dolný Hričov;45215210-2;2;0;SK031;0;Výstavba 28 bytového nájomného domu v obci Dolný Hričov;Slovpanel a.s;slovakia;9-Sep-09;2009;1365555,8;1;open;lowest price
SK00314145;SK36379905;0,2144958;Obec Nová Bystrica;45214200-2;2;1;SK031;0;Rekonštrukcia a kompletné dobudovanie školského areálu v obci Nová Bystrica;RIASTAV, spol. s r. o;slovakia;29-Apr-09;2009;1925242,7;1;open;lowest price
SK00151866;SK35730170;0,2136492;Ministerstvo vnútra Slovenskej republiky;45216121-8;2;0;SK031;1;Výstavba Hasičskej stanice v Námestove;Trading universal services, s.r.o;slovakia;2-Oct-09;2009;1332815,3;1;open;lowest price
SK00327239;SK37885430;0,2134262;Obec Kapušany;45214210-5;2;1;SK041;1;Rekonštrukcia a prístavba ZŠ v Kapušanoch;EURO-STAV združenie;slovakia;31-Jul-09;2009;1270366;1;open;lowest price
SK00312321;SK31432735;0,2133293;Obec Bučany;45212350-4;2;1;SK021;0;Obnova Nyárovskej kúrie na kultúrno-spoločenské centrum Obce Bučany a revitalizácia priľahlého parku;HRT,s.r.o;slovakia;23-Jul-09;2009;1050042,2;1;open;lowest price
SK35555777;SK31651518;0,2132283;Správa ciest Košického samosprávneho kraja;45233220-7;2;0;SK042;1;Rekonštrukcia vozoviek v správe Správy ciest Košického samosprávneho kraja;EUROVIA - Cesty, a. s;slovakia;20-Jun-09;2009;1401586;0;negotiation;lowest price
